origin,destination,distance_km,num_stops,traffic_level,hour_day,delivery_time_minutes
D,A,3.9326203343781376,1,2,7,27.811593962466127
A,E,24.190685294969608,5,1,18,99.34938006333638
D,D,4.487301431110726,4,1,17,40.26531190781112
C,D,4.616989331515482,7,1,16,43.36642583405247
C,E,28.488020377413864,2,1,17,100.20346698335949
C,E,24.7625374964607,2,2,18,94.37869832166494
E,E,17.01990353917225,6,4,20,89.20440857502135
C,B,26.374135929858003,5,2,7,106.3331142266034
E,C,29.691574634004024,2,1,12,86.97495988411055
E,A,18.70861993232155,2,2,10,67.25421669427628
D,E,18.774054672464022,4,2,18,83.33320810897247
A,E,22.878383845637913,1,3,6,82.56921201853478
D,E,7.73202961859465,6,3,4,57.88738300985399
D,D,5.846620984045181,6,1,4,39.4353798615941
E,E,23.027841750437105,6,4,7,118.54306377193399
E,A,11.002239054828967,7,3,9,82.194833664894
C,E,4.9170403328720855,3,2,4,36.50397960415752
C,A,10.131454051614742,5,1,14,53.29252818006536
D,B,11.400469168362687,1,4,22,54.34286207722306
B,C,28.99160212566503,3,3,15,102.8904425712228
B,D,21.240831621549773,1,1,9,75.04672399864005
C,A,16.394833204592285,5,4,23,89.91678766910563
B,B,29.097321021795544,6,1,7,111.21012587699249
C,C,27.19105247375124,4,4,18,118.58878958330159
E,C,15.848024841810632,4,3,3,75.31004196250257
D,C,27.26470942593244,4,2,13,96.78755245700762
A,A,12.724835083817041,1,2,7,57.40098043105811
D,B,7.682199295342115,5,3,20,61.98356818588105
C,E,7.747667127840469,2,3,13,40.32185601166644
C,B,20.207150208821673,2,3,11,72.2526391706806
D,B,15.531039300511036,4,4,0,73.81495243201144
C,B,20.109574563157956,7,4,22,105.87897629089481
B,A,20.896202963602928,1,4,18,93.78467737266868
B,A,1.6473633140338109,2,4,17,44.00617303348409
C,A,2.567148178089168,1,4,11,34.048770271175236
C,B,16.447654071146246,5,4,9,95.03610839784871
B,A,6.54002885504223,7,4,20,61.72241327999484
C,C,19.343479295328752,7,3,0,94.92352962215902
C,A,17.013386435948792,4,4,13,79.00082790347206
D,D,17.987050392755847,3,1,8,75.08763162256264
A,A,9.77120601509931,4,4,14,60.98719130040888
B,A,19.555461682059004,3,2,20,73.54613366671059
D,A,25.055286458065666,7,2,21,106.52192684353372
A,A,29.944066354174875,2,3,22,103.78384612847687
C,D,25.314887198994214,7,2,13,104.80871264863697
C,E,17.167464030718477,6,2,8,88.67465334747095
D,A,6.6094581587187395,3,2,10,36.02333268553631
C,C,20.761930407474807,6,3,4,92.58753849778859
E,D,28.191959781181367,1,3,11,91.8018809451347
D,E,7.14412965223677,7,4,15,68.96685710014215
A,A,8.423872995270735,6,2,19,64.45911576121793
D,E,5.321247758937884,3,4,2,50.60642363181632
B,C,22.36492766516565,2,3,4,78.36957214593826
D,D,12.790283599286118,2,4,18,80.61403582903226
C,D,2.818173527705138,7,4,4,59.48949737521893
C,E,26.373549753218125,4,2,23,96.87166226708867
E,A,17.172485236374435,2,3,17,83.80699251197211
E,B,10.601734468010317,1,2,3,48.73813109484029
E,D,10.975506305771813,3,4,23,63.984408780146694
A,B,9.417285385536296,5,3,14,60.37302971441092
E,D,14.208924999386612,2,4,4,66.40995692413178
A,A,10.774208966156204,6,4,7,89.42383033940992
E,A,16.890442818047674,3,2,15,62.26540079735129
A,D,23.432000315867533,4,3,21,89.94562705508929
D,E,20.55937721988683,5,3,0,90.10941833191147
D,A,9.539249889869396,4,2,4,51.389732362606004
C,A,16.3334893346536,1,1,17,65.73665670974901
A,C,25.363658637455273,4,2,15,87.39306688119991
B,A,2.977980807539039,3,2,22,31.244113995948002
C,C,3.270620742620238,5,1,9,43.61551662899462
D,A,17.12893197344285,7,3,3,85.60559802160967
A,A,19.534338723304295,4,1,17,85.47182717015949
E,E,7.130977457501219,4,4,16,57.55209077486879
B,E,22.611383674054025,7,4,20,108.12623535259323
D,A,19.741637934181096,6,2,12,82.87998446364743
C,D,27.775388778852307,6,4,7,126.3288751987746
A,D,5.899671853897565,1,1,7,31.684296867982212
B,A,22.78985369538231,7,4,11,111.56593339454905
A,D,3.4256496269147436,7,3,17,69.66257205755278
E,A,17.39347987601903,3,2,5,72.52388426445432
C,E,17.00495904547523,4,2,6,71.81455774445243
A,B,12.263166294755479,3,3,16,59.64025995694934
D,C,25.49256328238845,2,3,4,88.32451853668405
C,D,1.126748698794355,1,2,21,20.288815878206847
D,D,16.085202655057103,6,3,22,82.81559730132551
A,E,7.297452945220435,7,4,18,81.72100792402546
C,D,22.561459954376552,1,4,7,93.61741415531395
D,A,2.248955362876818,1,4,18,49.135959669509525
E,A,25.11508595726575,3,4,7,107.49217286171326
E,B,25.304674574501593,7,1,20,101.30171421676211
A,B,25.153114359701583,6,1,18,105.42919448125457
C,B,5.424487275247426,6,1,6,42.45757573837071
B,A,19.2817890382703,4,1,2,67.84866485974848
C,B,1.4166534163182987,4,4,5,43.07805935099749
E,B,25.590915147386795,3,4,7,111.48738488012167
D,A,21.966280611749994,3,3,17,95.784662654193
B,E,16.403458196078326,2,1,14,57.559652149137136
A,D,22.187151559801897,5,1,23,80.18700239021963
B,C,3.7353988029013943,5,2,16,40.96414326008009
A,A,16.331019133128834,1,3,3,58.967464625347596
B,A,9.447018262676918,4,4,6,65.29597616710538
A,C,29.205964433466217,6,3,16,114.21338400295684
A,C,25.85642056809315,7,3,21,115.37766294224055
B,B,22.26499517918533,1,2,5,73.77691799976817
B,C,28.078681422242227,7,2,12,110.45020287678851
A,D,11.058455832398739,6,3,6,73.32166764407756
E,D,27.125517070657256,4,1,8,101.02911922490946
B,D,10.4319087310946,4,4,22,69.10455219030081
C,D,22.251104871043438,2,2,18,85.04064767863676
D,D,22.356090441517022,3,2,19,93.2737926785159
A,B,1.5321464171687107,7,4,12,57.33853162473081
A,A,11.47073125006766,3,2,14,48.04260492950546
D,C,1.5635474998464387,3,3,16,38.42874514188518
E,A,29.91566851069721,5,4,4,115.30817450362888
D,C,4.543706093047902,3,1,22,25.462378138822448
B,B,16.741515973795174,5,2,18,77.30773334204667
D,B,23.92613092411648,6,2,5,97.2368951297716
A,E,6.836644465565882,1,3,11,34.16241488317067
D,E,15.066527374768707,7,1,14,70.11555997785084
C,B,18.615434066713373,5,2,14,81.05219032920309
B,B,5.645937877470816,4,4,2,54.69100342275573
D,C,23.578108337434617,2,4,3,89.07417906174976
A,B,9.680757258491594,7,3,4,65.4298546137556
B,A,7.119669213826369,2,3,5,43.47633437833142
A,C,17.19037364668509,4,2,5,73.54175990767189
E,B,12.8990952016452,6,3,16,76.35024734437107
C,C,27.688292394456116,7,4,7,136.58107349386285
E,C,26.521818247746467,1,3,18,98.34416989937525
C,D,15.017169238277614,2,4,19,77.59182201455135
D,E,11.418649467042329,7,2,23,69.47647660413908
B,C,10.440021467306691,4,4,20,66.73431735388685
D,C,8.759345069363714,2,3,21,47.883783835057535
C,D,16.79188775766184,5,4,12,83.74052536486217
C,B,24.344379537301762,6,4,14,100.90081154270705
C,C,10.011941637903176,2,1,16,36.0100143083029
A,D,6.512728600954364,6,1,23,47.95302690127114
B,A,14.789030379315317,6,2,20,73.82446674349207
D,D,3.0019980871323293,5,4,16,54.400787219589006
D,E,21.337091177761497,7,4,22,106.37827367150113
E,E,16.032389722756072,6,4,1,90.28902603464009
C,B,15.39486943121277,5,1,21,66.78136964106419
C,B,9.712916006950651,2,4,2,56.343715528362125
C,E,27.235529688420364,2,1,21,82.17132048224941
D,E,3.6241024636370285,6,2,8,46.333668862277094
E,C,26.22489625772391,5,4,5,107.59248839422335
A,E,11.924450870061756,2,4,0,59.97091899694141
B,B,26.538081963275648,6,3,21,108.01879372376614
A,E,22.134082291639125,7,1,18,98.54418922516848
D,B,4.020951073199111,1,3,3,34.86506972427246
C,A,25.114552308771255,3,2,12,84.14185087790457
B,E,20.783128177285647,7,1,19,101.26511836806577
D,B,1.9367554745451052,7,4,7,63.95842358057491
D,D,4.877377781180429,3,4,22,46.38210506503162
D,C,19.433213619235158,4,4,4,86.54359698885825
B,B,20.215414583528265,6,4,9,107.04983443081323
B,E,22.652891552290257,3,2,19,96.16814271885043
E,E,21.887116622474476,1,4,18,93.73653767240518
E,A,20.126078685428695,6,4,11,97.41022932674792
A,D,23.22092815064625,3,4,0,91.82693049213428
B,B,17.677485470878814,3,3,8,83.41433325495126
B,D,8.562950180209192,1,2,23,38.0567209790033
B,A,27.45892179819083,5,1,15,94.00182187589199
E,C,1.52820689702736,3,2,16,27.36964220700634
D,D,11.630289876273217,7,2,17,84.12381587149657
C,A,22.137238499817737,4,2,13,84.16404460716738
E,B,13.387525193340554,7,4,16,82.01615852113575
B,C,1.720197816920415,3,3,0,34.04469882040326
E,E,2.9134461903701823,3,3,20,35.66856493157531
A,A,19.81048370501037,1,3,14,73.08928713514997
B,E,28.981073382753692,1,3,18,106.76150287903603
A,C,17.004045439200468,6,1,1,75.90104602901214
B,A,15.695976722689302,4,3,23,71.01981795854833
E,A,10.23143117863175,2,4,23,57.001317459739944
D,C,8.444029542115832,1,4,13,45.91773139285862
C,B,1.6085644709322566,2,3,21,29.896002377571076
A,A,8.915691161573664,4,1,1,39.67948485387378
E,C,14.02420278509232,3,3,14,66.02496066028098
D,D,6.740543708419555,6,4,0,64.68498051505634
E,E,3.5330916659614475,3,4,21,45.29828337904741
A,A,21.814108150383476,7,4,0,108.89967430704118
C,D,26.943987802973947,6,2,11,104.03437697532175
E,A,28.166390020925483,2,4,21,98.58564244316196
B,B,18.92196312641269,7,3,14,91.63728948941085
D,C,2.5304628953791726,4,4,17,58.085612524157206
E,A,22.485016268891428,4,1,14,77.2282422622057
D,C,4.192763852594705,1,2,6,25.864035513422163
B,A,20.422695412946894,2,1,11,69.92109605682334
C,B,23.601609236688397,6,4,9,117.30508942998128
C,B,22.05007661396771,1,2,1,72.27197038456424
B,D,28.604630367072787,2,2,1,85.48517143096993
D,B,22.406242249554303,7,2,5,98.25361958058437
E,C,21.103083561472445,1,4,19,101.31359454235631
B,B,8.590551993309969,1,1,5,35.51334239213029
A,A,27.81829190664115,4,4,23,108.22515921486628
D,B,6.20677225303084,4,2,9,60.36010290349475
C,C,27.242001732720666,3,4,2,104.18749343158828
B,A,10.0672137570314,3,2,15,50.0876732221427
C,D,4.7747442224523935,4,2,4,39.134551908767534
D,D,24.97380779086395,4,2,4,89.55456287254405
C,D,1.072368154424045,7,4,9,57.9366348077469
B,A,25.13056121274409,1,4,22,93.1888851275196
D,D,8.607043419333301,3,2,12,44.6266139259156
A,B,26.65691690991302,4,3,23,100.07811021116142
B,A,21.052896285005794,2,1,2,67.4522536449299
E,A,20.319316652667112,2,2,17,81.55455692876505
B,A,11.594267331780458,3,2,18,65.77714866106014
D,E,2.7226862428323586,2,2,5,30.415897135417644
B,C,25.07211984796174,6,2,19,111.89473968098942
A,E,5.956210060119312,1,2,0,30.430033739764013
A,E,11.795500614947814,3,3,9,69.11826622572151
E,E,18.41028587976337,6,4,9,104.62749543664168
C,C,14.985358418258029,4,3,21,68.96694515266438
D,E,6.761158419968224,7,2,0,57.526475153748315
D,D,5.077874349586233,7,2,18,66.74839855138738
C,A,4.574141895258428,6,2,10,47.69790302647836
A,A,26.02722856347683,2,4,12,95.79567271489195
A,B,1.9152269227786751,1,1,16,13.926756747456913
B,D,29.333413528396935,4,1,19,109.29004034192195
E,C,6.7573320211770085,5,3,17,63.59280143919155
E,A,4.199346609493266,1,3,3,30.048995092194296
E,E,17.73217798852706,2,1,14,53.50974192997538
B,B,3.3195927802802023,1,2,1,24.400978048719917
E,B,18.471144631744252,7,4,5,100.76352460658431
C,A,25.66817269959478,5,3,21,106.16487722835953
B,D,2.38904262255532,5,4,22,54.618604085972464
C,B,24.19618953132778,1,2,8,84.41905140174578
B,A,12.439845788481442,7,2,10,71.84970736773856
E,D,5.62522838110509,4,3,19,58.856133929210614
C,A,6.106797927756313,7,1,15,54.20992667606614
C,A,27.644171767132562,6,1,7,113.02076831814881
C,D,4.207566806279269,4,1,16,33.02313133262995
B,D,26.136700826354055,5,2,22,95.48368482725135
D,D,16.783094008524824,3,2,22,55.613606278597786
E,A,2.132629185676733,3,4,3,37.03077351164201
C,B,14.469808225802812,4,4,6,70.61764228898419
D,C,24.70603591981272,3,4,10,93.4263920898192
E,C,22.05988084153391,4,2,10,88.78624495757057
E,A,15.174690112856817,2,1,10,48.05160104190687
C,A,25.941446511190293,4,2,20,89.67078729346068
C,B,4.490578091626661,2,4,20,40.464872832118495
B,D,27.3882905483787,6,4,14,124.26636055787576
D,A,25.546795046017117,5,4,4,107.67963093166935
D,E,21.540027944059844,3,4,5,92.83268265846239
C,D,24.71874452173373,6,3,22,104.3230475389019
E,A,16.770649698437314,6,4,4,83.97339719329327
C,E,20.57971044383234,7,2,8,106.04719451252947
E,B,17.25734405052559,7,3,10,90.34665038033592
E,E,11.30742738473053,5,1,22,53.90342952478063
C,A,17.49696312347415,1,2,2,65.02279020172016
A,C,8.466494643425847,1,2,19,48.1265897954353
D,A,13.768095954382773,6,1,3,63.98699439168658
E,C,9.142486810547053,6,2,22,57.82090886458187
E,B,4.563745894380281,7,3,14,60.63823859188972
A,B,10.333993835307279,5,1,17,66.27645338433881
B,D,25.707629327358347,4,3,4,99.10492990398157
A,D,12.051342348626866,4,4,10,66.97305322902973
A,C,22.692105820097204,3,1,10,73.61956376681543
E,C,6.0807377729066765,5,3,3,50.045591630562484
D,B,13.308155615861606,1,4,15,64.75149250480544
A,E,4.33082601072012,5,3,10,44.10288295168249
B,C,5.0200108376572015,5,3,0,55.33314065863637
C,C,18.905655016812005,7,2,12,91.1270961742276
A,E,18.616972706021322,3,4,18,91.78684509314823
A,D,7.187785313291005,4,2,5,44.720010492307935
B,D,14.75827263437516,6,4,19,94.75839037263513
D,C,26.03587884236049,1,4,18,106.38039849899648
A,D,6.051843751618003,3,2,5,43.36695405910698
A,D,1.5571054591319302,1,2,12,23.449621596847294
D,D,19.907859079243597,1,2,10,64.47085627786252
B,B,2.551448034571865,4,4,18,62.143041289663046
A,A,29.41826691860093,6,4,6,125.06113339988615
D,C,18.678988230167548,6,4,11,94.13096884915718
A,C,14.641494232475196,7,4,15,88.57536014741923
C,B,13.469783660704897,4,4,0,78.29960140570256
E,A,17.61904909699101,3,4,14,83.2227083832166
C,A,3.6281086648862324,2,3,12,38.744623615743286
A,B,27.970552705765378,3,2,9,111.68253410056376
B,E,19.143619988004456,3,4,17,97.50085101894825
E,E,6.335376430716355,2,3,3,42.815435239523254
C,A,17.314850559175223,1,1,21,57.36093878191504
D,E,4.864438669157337,5,3,5,56.124559407294356
B,E,1.5090288091910513,2,2,7,31.93839023143004
C,E,19.284992571205944,5,1,23,73.60690586445497
D,A,19.806016914233705,1,4,19,86.45933042394299
A,E,17.92720090129905,2,2,21,65.84625217648112
D,C,6.32101292644067,4,1,8,50.470308127573894
C,A,18.499465896348244,3,3,22,73.4020328869669
C,B,2.6388172868110744,2,1,7,33.9984297776927
A,E,18.667912311585745,2,2,23,65.30980004125185
D,D,17.066493554120946,1,1,17,63.06186162380918
D,A,20.002390094333887,4,3,6,87.39578999550602
A,B,26.96879256681942,2,1,18,91.54655974233793
D,C,25.660385051946562,4,3,22,93.94046719819707
A,B,29.438971555313625,5,1,17,113.82840021801121
B,E,29.310989955160675,2,3,0,98.88236799722225
C,D,23.397271107838826,4,3,10,96.08735426912814
B,E,28.736169043154113,3,3,8,114.3393946201757
E,B,26.151232690784248,1,4,9,98.13318664461572
E,A,22.099891046954212,6,3,9,111.19633088755229
E,D,3.1861433846689007,4,2,0,41.66460832021312
A,D,2.4224467598267454,1,3,16,31.15692742735956
D,B,25.290387457667336,6,4,11,114.44754991480946
B,E,15.200019878279251,2,4,11,69.25703345297487
B,B,24.623593846872705,2,2,18,92.12889855627796
B,D,10.074629849001361,5,3,16,63.82390870758197
B,B,12.531845891367372,1,4,6,62.089330802480006
E,D,21.305414909346027,3,4,22,91.94773809772401
B,E,27.544475371030703,7,1,10,101.54784048476125
D,A,3.545082759887692,3,1,23,25.2452296042324
E,A,25.98286619440358,4,2,1,88.48670514685783
B,B,23.99736902150159,3,1,15,79.93418232982044
A,D,10.150638851165786,6,3,22,66.20725330578844
C,A,11.301281809815228,1,1,8,47.3500701331976
C,D,2.3473828394353795,2,4,9,53.05208263792097
C,E,1.4564777223848215,1,2,20,21.43636102631522
E,B,14.833177664374144,1,1,9,58.05164021944279
B,D,3.770649719422005,2,2,2,31.917216169982066
E,B,6.626052618041178,6,3,16,62.826973567430386
D,D,25.556248786273244,1,3,13,81.03817968518791
A,D,17.559823346263123,3,1,18,72.20267305481248
A,E,19.37534068071729,4,1,17,81.74194730606315
C,B,6.436900594125681,7,1,17,59.15722568840358
C,C,25.031192329178165,4,4,13,101.78231610396347
C,D,26.17141340075268,1,3,2,82.77512879776079
B,D,16.17650021767826,6,4,9,101.20778832509279
D,A,27.464175384481134,2,1,22,81.10792468899953
D,B,25.50003012368287,5,3,12,102.3529445028657
D,C,22.208401123558705,6,4,21,103.67492866786833
D,E,22.28820155511523,1,4,11,85.39276209116015
C,C,4.056410744575036,1,2,8,28.758358135921952
A,E,8.854245093174308,5,4,9,77.48640389610968
C,C,2.9385693747126056,4,1,18,40.52114827624358
D,C,1.2517550675629512,6,1,15,34.34997945055146
C,B,5.590976410133393,4,4,20,50.439081402118454
D,A,26.53412829676126,7,2,2,107.57634295292257
E,C,7.956347712045494,5,2,11,55.78640485928637
A,D,29.13446491515993,2,2,7,103.40546106729734
E,D,18.321438987274977,7,4,14,95.65187498829158
B,D,7.880496141406021,1,4,10,45.680646174715115
C,A,15.416793301042171,3,2,22,64.27070715529115
B,C,7.353749858303346,4,4,12,60.093307582337616
C,E,29.535233187288842,4,3,5,108.90770891640237
E,E,25.570684533243952,6,1,12,93.81413624312711
D,B,1.7609248746875439,7,4,10,57.011192112772136
D,A,28.485504912556664,7,3,5,117.01903503178053
C,C,21.91088811178373,4,4,5,93.63457716166005
D,D,3.3890563086170715,2,3,4,36.74507150200342
E,A,20.448494643466923,5,2,6,84.05158713209062
D,A,19.760874241004878,2,1,22,67.27381058827899
E,C,7.34487362841992,4,4,22,61.712780211601896
B,B,22.994954300219693,6,3,18,112.31982734758137
E,B,3.5248763960760465,1,3,10,32.59833288977906
A,B,15.193910255706186,4,2,5,63.11321384505782
A,D,1.2877730077295497,1,1,8,22.98666408544013
A,D,29.093387177947648,6,1,19,115.76145643512203
C,C,22.79534532153037,1,1,17,74.24015513800377
C,B,5.606710208630025,4,3,7,59.30504170253248
C,C,10.908547158587206,4,4,17,76.3936869727192
E,B,5.656308956437112,1,4,4,39.59202071950729
C,A,23.231906459750125,2,2,5,76.49130947787943
B,E,2.70799343740374,2,1,1,20.67846359478738
A,E,25.371793011347712,6,4,21,107.4453968572749
E,B,28.323693826236166,2,3,23,99.3791649894319
A,C,20.622210341382697,7,3,3,98.08778057154329
C,D,7.175998050041591,3,1,18,53.71493221678551
E,B,11.442612778592972,1,2,3,45.50677331304218
D,B,14.839956369459006,3,2,15,62.8123064573565
B,D,18.53411839386536,3,1,0,61.773703181405494
C,B,20.391229604538935,7,3,15,93.43264313800748
C,A,17.0722267442476,1,2,0,60.5380352278705
B,D,11.188103703833816,3,3,23,54.69038936306428
B,A,26.83660113638219,6,3,16,111.01705129761241
D,E,3.3603696825207887,6,4,4,61.520497622936475
C,D,14.521425573061356,1,2,15,55.14086999138458
C,D,23.491380315556942,5,3,2,98.43979063759848
A,C,2.765307293450626,5,4,9,61.72175956305483
E,C,21.454721287527732,7,3,17,110.48492334118417
E,D,24.771637059846423,1,1,20,71.58540923257661
A,E,20.164107657284514,1,2,17,76.71398312202702
E,B,1.375169875985324,1,3,16,21.491712037061887
B,C,6.223973786833981,2,2,10,35.66621649482975
E,E,10.921279287866572,1,4,8,68.62686540433234
E,E,7.777011033503332,6,2,10,51.57613204154507
A,C,28.916912066595394,6,3,8,128.48776946489846
D,B,19.896223509300015,4,2,16,81.39211147183477
E,C,9.612157763195539,5,1,19,63.221390880024536
E,E,27.961227461297923,5,1,4,97.11820469806801
D,A,22.47723178480942,7,4,11,107.6343402634929
A,C,9.253609142984217,1,3,17,57.2600726674664
D,E,11.987565512656706,5,2,15,60.57815736074797
A,C,6.7834368908147455,1,4,8,55.053506459774376
B,E,29.161145949708835,1,4,7,111.3223433576846
A,B,16.001598380812123,5,3,5,83.64772795308453
B,E,26.985643937441555,5,2,16,101.16095797674
B,D,11.048493359488583,4,4,13,66.99302419323922
A,A,25.964406489826796,7,4,20,116.61429616425593
C,E,2.562718604387755,3,3,23,34.26702170601864
A,C,29.480619208204352,4,3,13,106.05626064815489
E,C,27.448996643965778,4,4,3,111.3545786851432
E,E,11.532885398522993,5,2,7,69.35031219381554
C,D,23.466942794122744,7,4,21,108.81474914516303
B,E,22.815479867740954,6,1,16,85.26116188126207
C,B,27.13638911598502,7,3,0,111.65343563343258
E,D,9.910394452735522,4,1,2,50.15754135786936
C,E,14.500080154110336,6,2,16,72.67830961286178
A,A,26.084988765575538,5,3,19,114.36552804043431
C,D,23.578804169921263,2,2,2,79.03485534437327
B,E,12.410534843468096,1,1,6,41.678208637844264
A,A,25.52603175445154,3,2,10,85.57319882289919
D,E,2.3616671377396434,6,3,14,43.73538102225647
E,B,23.679342785926714,2,1,6,77.21386511923257
E,C,6.996209923577318,6,3,4,62.454596038712666
C,E,9.297506326889827,1,1,16,34.37717359881548
A,D,15.303230464272216,1,4,4,69.01565797066684
D,E,14.042300531029245,7,2,0,80.84884347286588
A,E,16.096533099226548,3,2,21,62.63512163859784
E,E,16.79849227448869,4,3,23,72.63612851381455
A,E,10.61430303991341,1,4,6,56.52030746361646
D,D,6.08159787749387,3,3,16,40.803516783918965
C,D,23.285955649331875,6,3,7,110.32880708494922
B,E,12.59930832352712,6,1,11,60.60297655973553
A,C,15.66938501131271,6,4,1,89.19512588150806
B,E,19.696204832182424,7,1,16,81.79368768718437
E,D,27.379499746893025,6,3,21,114.048058700343
C,B,21.51903210306638,6,1,19,93.55692974107225
C,E,2.318317542121151,5,1,13,33.91319583941898
A,E,25.31825053854251,1,2,22,77.29638521437202
C,E,29.691295438698056,7,4,2,127.87360208241977
A,E,14.702065735770082,1,2,18,61.711226979342094
A,A,29.11811975718342,4,4,13,112.7229578634443
B,E,16.872533527951333,7,2,7,96.14760859036082
C,D,14.328863880286544,4,3,6,70.16717530114158
A,D,10.610738177096197,7,2,4,70.07607698609344
B,A,20.069091399166826,5,4,2,94.09390505813481
D,E,7.664792195226293,1,4,0,45.6468327071353
B,C,4.043092336917725,7,4,18,74.62367832598167
B,E,1.7898759749422082,4,2,14,34.32987990500543
A,D,9.47902326874265,7,1,0,51.980938508852155
E,B,12.477354132844109,3,2,4,56.760240465186314
E,B,17.010224192156187,6,1,19,81.70605496190647
E,C,9.489744930423186,6,2,10,56.159048977175864
B,E,29.537727599176925,1,3,13,97.46004899842761
A,A,9.46060987899386,6,3,21,69.66703347992308
C,E,13.788286264945853,6,2,17,83.11993421680307
B,C,3.9950088004251096,3,2,19,41.92129994550348
B,C,8.558168886775194,2,2,8,49.3837406860709
A,C,2.401632053880742,5,3,14,42.749278610124506
D,B,17.225750369682512,4,1,10,65.65266674489249
B,E,22.78087581084052,2,4,4,88.73654998209241
D,E,6.67558461574597,4,1,14,40.17465094969544
D,A,11.669417196666052,2,2,23,52.17346148359393
E,C,1.4818705750876564,6,3,1,46.73891017229201
A,C,25.34613961594415,4,4,11,106.05959111759469
D,D,23.618942223018415,5,1,22,84.23822462447191
A,D,2.8343668953544787,1,2,6,32.97363061816885
E,B,11.581160670291927,3,3,1,60.612443457238584
A,E,28.70331180163537,2,3,7,109.81042539844934
B,A,12.368784626290333,3,4,8,82.19500399688934
D,A,16.260051624996464,3,1,4,58.91466547106749
A,C,11.3020429693003,4,3,14,60.31858248904989
C,A,18.28781025571959,1,2,18,77.6388277770558
A,C,29.366549393467842,4,2,18,117.51180238347338
D,E,29.927572600954715,3,4,12,111.27945041756054
E,A,23.466734362324544,6,1,12,93.94571851934396
E,C,12.72502184259274,7,3,5,77.56269717874649
D,E,15.338533824040661,5,4,0,85.1431834074711
B,E,11.345208515256859,1,1,9,52.90961847840316
B,C,29.58166426722604,1,1,5,84.24914771433355
E,C,21.525048868936707,6,3,2,97.18301650185042
E,B,14.019011917571827,3,4,12,74.12557512709085
D,E,1.3513428331784678,4,4,18,54.279802358309524
B,C,16.094019017325902,6,4,9,95.79259239675928
E,E,29.533917849346917,5,4,12,121.83374005389993
B,A,16.168766360218505,2,1,6,55.342213404532544
E,D,6.290373879184297,4,4,14,54.209166077968106
A,D,1.6407186660384707,1,4,22,32.384146980138375
C,C,11.286408985602064,6,3,3,71.74161935190479
A,C,27.6286136152016,4,2,10,92.36363602331714
E,E,29.900069137100548,2,1,7,100.89815153550366
C,C,28.415671269548078,7,3,1,118.26451678539593
C,E,22.153179804373448,7,3,0,106.34824675426236
E,C,17.186139124779004,5,3,0,80.30837386047166
E,E,18.129898245085307,7,1,15,83.45609791323804
B,C,16.630768263666866,7,2,17,93.44298403517173
E,B,21.504429842766662,6,1,10,84.17859687289481
D,E,13.14732357416522,5,4,21,77.71116268198703
E,B,20.4069161437172,2,2,7,87.29705033557737
D,B,4.526751333758829,2,1,18,33.5984065415143
E,B,8.705163890283028,7,1,11,57.24813526220018
B,B,25.244088125450254,3,4,5,99.23691462539732
D,A,27.208718991558342,1,1,23,77.93619199537093
A,D,16.631238889248692,3,2,15,67.3271295009326
D,A,1.9174328991750396,4,3,7,52.11158546184436
B,C,27.882233552961274,2,1,6,85.30048014214886
D,C,21.359863482791308,3,1,19,87.10527280996638
E,D,13.006809788905462,1,2,2,47.764140894376034
E,D,18.352989352785393,1,1,22,55.73681672589039
B,D,13.463470198799618,2,3,0,56.6560620397727
C,B,14.494837575229479,6,4,22,90.18581100834831
E,A,26.71748610412265,3,4,5,102.23357785307695
A,C,5.671443160596235,5,4,2,57.286963271885
B,A,4.006404928984867,2,3,18,49.83600049334276
D,A,1.0791335908774566,7,4,1,58.019072359362774
D,A,10.106010892751673,4,2,16,51.18878353852524
A,D,5.274999228048395,3,2,15,40.74756050180489
E,D,7.379579359005223,3,3,20,47.53904293091494
B,C,1.325930497295931,2,3,6,33.606684905922144
A,C,7.588667025943393,6,3,22,59.34894055380781
E,C,10.648635876038844,3,2,5,52.82793166428229
B,A,1.9154573958865584,3,3,10,34.916772949459784
D,D,18.629219604617283,4,3,14,77.19391548045837
B,B,17.495210117628982,6,4,21,87.490131936173
C,A,3.8140375767878267,4,3,10,41.306235360101745
B,E,18.255283548033628,5,1,6,74.61587954582556
C,A,29.96096363965745,4,4,14,109.07294351184505
B,D,28.38959963153468,7,2,15,111.97583699851444
C,E,1.0774588076622358,5,2,7,45.43431858669754
D,A,24.065971028580428,4,2,4,83.11804067686334
E,D,11.254553010858093,5,4,16,69.74569709508093
C,D,2.8458897397041953,6,2,22,40.71836978220138
C,B,9.583513197770033,4,4,1,64.1168574077423
D,A,10.330358973075906,4,4,20,70.2249047809029
C,D,16.17408293996265,2,1,6,57.660093131800096
A,C,20.171429250796784,4,1,22,71.34764778169584
D,D,22.722612754043833,5,1,20,80.3182794171679
A,B,8.131188234334733,2,1,5,29.652849088998707
D,D,10.331346537206413,5,1,11,50.692540892371326
C,A,9.94306949893232,4,2,15,50.1613120889525
A,A,11.519369175505418,4,2,10,56.689978993647
C,E,29.990032959733824,5,2,21,106.98031398856696
D,A,23.560355781995348,6,1,16,87.47413165759666
C,E,29.274723492792216,6,3,9,123.82287619050976
A,C,21.10022072686466,7,2,22,90.66916735405597
A,B,12.781850347771245,6,2,15,66.41718737979731
C,C,12.302581325182274,3,3,15,65.06419936507193
